C.D.S.  -  SIMBAD4 rel 1.8  -  2024.03.27CET20:58:42

coord 14 29 42.9461331854-62 40 46.164680672 (ICRS, J2000, 2000.0), radius: 50 arcmin
-------------------------------------------------------------------------------------

Number of objects : 2680

 #  |dist(asec)|            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|----------|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
160 |    704.92|TYC 9010-2420-1                    |*  |14 28 48.3896837328 -62 30 50.299073676|     ~   |12.90    |14.08    |     ~   |     ~   |~              |   0|   0
161 |    706.99|TYC 9010-3639-1                    |*  |14 28 00.6591118800 -62 41 51.327067668|     ~   |13.06    |12.19    |     ~   |     ~   |~              |   0|   0
162 |    707.29|2MASS J14291509-6229255            |LP?|14 29 15.1139615694 -62 29 25.499616342|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
163 |    707.38|2MASS J14292558-6229087            |LP?|14 29 25.5937784358 -62 29 09.008770618|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
164 |    710.16|2MASS J14281307-6246368            |LP?|14 28 13.0991482847 -62 46 36.844108921|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
165 |    713.66|2MASS J14312347-6237543            |LP?|14 31 23.4732797729 -62 37 54.210388452|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
166 |    716.51|Gaia DR3 5853446555070425856       |RR*|14 31 05.1885726246 -62 48 06.760781751|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
167 |    719.98|2MASS J14311208-6234315            |LP?|14 31 12.1029932085 -62 34 31.612024059|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
168 |    720.11|2MASS J14281657-6247338            |LP?|14 28 16.5664711334 -62 47 33.913777027|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
169 |    726.08|2MASS J14281159-6234451            |*  |14 28 11.5898105189 -62 34 45.218389659|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
170 |    728.07|TYC 9010-2741-1                    |*  |14 28 13.2674820624 -62 47 13.855085952|     ~   |13.56    |11.77    |     ~   |     ~   |~              |   0|   0
171 |    728.30|2MASS J14275782-6242111            |LP*|14 27 57.8388906175 -62 42 11.167803716|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
172 |    735.43|2MASS J14302398-6229274            |LP?|14 30 23.9890239821 -62 29 27.561303574|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
173 |    742.87|2MASS J14313068-6241296            |LP?|14 31 30.6878862034 -62 41 29.617969851|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
174 |    747.23|Gaia DR3 5853486206235409280       |RR*|14 29 08.9539601505 -62 52 36.064982198|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
175 |    747.89|TYC 9010-903-1                     |SB*|14 27 59.3546639736 -62 37 03.319480092|     ~   |12.37    |11.91    |     ~   |     ~   |~              |   0|   0
176 |    752.08|TYC 9010-2869-1                    |*  |14 28 05.0783076768 -62 46 22.444396104|     ~   |11.59    |10.58    |     ~   |     ~   |~              |   0|   0
177 |    753.08|2MASS J14285809-6252133            |LP?|14 28 58.0979103971 -62 52 13.493234929|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
178 |    753.10|2MASS J14311074-6233193            |LP?|14 31 10.7800474254 -62 33 18.975475698|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
179 |    755.52|2MASS J14301774-6252431            |LP?|14 30 17.7430292762 -62 52 42.970217571|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
180 |    762.93|2MASS J14303235-6229236            |LP*|14 30 32.3403398310 -62 29 23.749157367|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
181 |    764.18|2MASS J14301700-6228390            |LP?|14 30 17.0073064243 -62 28 39.110971317|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
182 |    768.12|IRAS 14248-6238                    |Mi*|14 28 39.5380755552 -62 51 19.079742456|     ~   |     ~   |18.522   |     ~   |12.009   |~              |   4|   0
183 |    769.07|2MASS J14280891-6247434            |LP?|14 28 08.9304556681 -62 47 43.511137202|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
184 |    769.52|2MASS J14312885-6244548            |LP?|14 31 28.8523185857 -62 44 54.749758316|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
185 |    772.60|2MASS J14301574-6228275            |LP?|14 30 15.7548786007 -62 28 27.558551118|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
186 |    775.00|2MASS J14295235-6227538            |LP?|14 29 52.3585146397 -62 27 53.901483101|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
187 |    777.64|TYC 9010-950-1                     |*  |14 28 17.5152669168 -62 32 19.062941388|     ~   |12.00    |11.76    |     ~   |     ~   |~              |   0|   0
188 |    778.07|UCAC4 136-118469                   |SB*|14 30 51.2290414700 -62 51 07.206770662|     ~   |14.982   |13.010   |12.526   |     ~   |~              |   0|   0
189 |    778.75|UCAC4 138-126404                   |SB*|14 31 23.6230524124 -62 34 53.372176030|     ~   |15.855   |14.165   |13.680   |     ~   |~              |   0|   0
190 |    781.59|2MASS J14275940-6235279            |LP?|14 27 59.4037616748 -62 35 27.988536247|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
191 |    784.94|2MASS J14291658-6253300            |LP?|14 29 16.5899992121 -62 53 30.001661486|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
192 |    785.58|2MASS J14280453-6234102            |LP?|14 28 04.5657855587 -62 34 10.317149522|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
193 |    787.25|2MASS J14303699-6252206            |LP?|14 30 37.0049547599 -62 52 20.539678546|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
194 |    788.50|2MASS J14281574-6249192            |LP?|14 28 15.7571223883 -62 49 19.161695302|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
195 |    789.44|2MASS J14313646-6238574            |LP?|14 31 36.4649997329 -62 38 57.449092975|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
196 |    790.75|PN G314.0-02.1                     |PN |14 30 52.6 -62 51 16                   |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   1
197 |    792.28|2MASS J14281934-6231432            |LP?|14 28 19.3434804843 -62 31 43.256476743|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
198 |    793.94|2MASS J14274838-6239182            |LP*|14 27 48.3796158682 -62 39 18.290031281|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
199 |    797.45|IRAS 14273-6219                    |*  |14 31 12.8669693808 -62 32 25.280369628|     ~   |11.56    |9.89     |     ~   |     ~   |~              |   0|   0
200 |    800.77|HD 126465                          |*  |14 28 04.0535744352 -62 47 49.893042768|     ~   |11.04    |9.94     |     ~   |     ~   |G5             |   4|   0
201 |    801.38|2MASS J14283832-6229406            |LP?|14 28 38.3094352127 -62 29 40.612893918|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
202 |    805.50|2MASS J14291275-6253445            |LP?|14 29 12.7607362091 -62 53 44.599523368|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
203 |    807.81|TYC 9010-1122-1                    |*  |14 28 23.0367253032 -62 30 56.049918156|     ~   |12.93    |12.18    |     ~   |     ~   |~              |   0|   0
204 |    813.74|2MASS J14300565-6227276            |LP?|14 30 05.6601563095 -62 27 27.709926424|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
205 |    814.07|2MASS J14314049-6239204            |LP?|14 31 40.4861658995 -62 39 20.319470572|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
206 |    814.18|2MASS J14281474-6231453            |LP?|14 28 14.7494394437 -62 31 45.483671034|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
207 |    814.82|2MASS J14313275-6235450            |LP?|14 31 32.7670107704 -62 35 45.020461494|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
208 |    816.28|GHVC G313.9-01.7+177               |HVC|14 29 29.74 -62 27 15.0                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
209 |    819.24|2MASS J14275544-6246399            |LP?|14 27 55.4405451870 -62 46 39.981023965|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
210 |    819.82|TYC 9010-988-1                     |*  |14 31 09.6843918144 -62 31 26.122859580|     ~   |12.62    |11.91    |     ~   |     ~   |~              |   0|   0
211 |    820.54|2MASS J14290942-6227388            |LP?|14 29 09.4280642414 -62 27 38.988866596|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
212 |    820.92|OGLE GD-DSCT-4598                  |dS*|14 28 00.14 -62 33 52.6                |     ~   |     ~   |17.243   |     ~   |15.376   |~              |   1|   0
213 |    825.90|TYC 9010-1136-1                    |*  |14 31 42.7819963416 -62 41 27.865549644|     ~   |12.53    |12.35    |     ~   |     ~   |~              |   0|   0
214 |    827.54|2MASS J14314106-6238154            |LP?|14 31 41.0551703508 -62 38 15.420352646|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
215 |    833.76|2MASS J14313887-6244504            |LP?|14 31 38.8755405744 -62 44 50.353884266|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
216 |    838.09|TYC 9010-102-1                     |*  |14 31 36.8131441992 -62 35 52.618821108|     ~   |12.39    |11.92    |     ~   |     ~   |~              |   0|   0
217 |    840.01|TYC 9010-2626-1                    |*  |14 29 24.7622992944 -62 26 55.613282928|     ~   |11.76    |11.90    |     ~   |     ~   |~              |   0|   0
218 |    840.40|2MASS J14281402-6231121            |LP?|14 28 14.0254192187 -62 31 12.152307770|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
219 |    841.64|2MASS J14301242-6254232            |LP?|14 30 12.4278954806 -62 54 23.155653178|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
220 |    842.47|2MASS J14312336-6232470            |LP?|14 31 23.3653999407 -62 32 46.938598753|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
221 |    843.04|2MASS J14302319-6227302            |LP?|14 30 23.2012542716 -62 27 30.338572245|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
222 |    855.06|2MASS J14313504-6246572            |LP?|14 31 35.0398055470 -62 46 57.211932726|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
223 |    858.77|2MASS J14274058-6238006            |LP?|14 27 40.6414607958 -62 38 00.600593614|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
224 |    860.47|Gaia DR3 5853485965693225344       |RR?|14 28 44.0089731744 -62 53 25.736722044|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
225 |    860.87|2MASS J14314655-6242599            |LP?|14 31 46.5495250564 -62 42 59.907367883|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
226 |    868.79|2MASS J14300988-6254551            |LP?|14 30 09.8860896925 -62 54 55.088654692|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
227 |    871.42|TYC 9010-3603-1                    |*  |14 27 36.6774460944 -62 41 50.667912384|     ~   |12.70    |11.65    |     ~   |     ~   |~              |   0|   0
228 |    873.47|2MASS J14274475-6246069            |LP?|14 27 44.7575934287 -62 46 06.931456542|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
229 |    873.55|2MASS J14280888-6231018            |LP?|14 28 08.8774676027 -62 31 01.883706192|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
230 |    875.59|2MASS J14303792-6227371            |LP?|14 30 37.9162658997 -62 27 37.251234318|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
231 |    878.43|2MASS J14275013-6233585            |LP?|14 27 50.1270514243 -62 33 58.645024585|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
232 |    881.49|2MASS J14315092-6241201            |LP?|14 31 50.9108770417 -62 41 20.094157182|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
233 |    885.39|2MASS J14281299-6230151            |LP?|14 28 12.9895549340 -62 30 15.215394991|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
234 |    889.20|2MASS J14314990-6243334            |LP?|14 31 49.8993237598 -62 43 33.458962234|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
235 |    889.86|Gaia DR3 5853504588681554432       |RR*|14 27 33.6910787098 -62 40 44.475883156|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
236 |    889.96|2MASS J14302656-6226487            |Mi*|14 30 26.5454275152 -62 26 48.775896351|     ~   |     ~   |     ~   |     ~   |13.805   |~              |   2|   0
237 |    893.16|Gaia DR3 5853536538891685632       |Pu*|14 29 52.8521885030 -62 25 55.636855180|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
238 |    894.20|2MASS J14305830-6228391            |LP?|14 30 58.3019489303 -62 28 39.103729627|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
239 |    894.58|HD 127023                          |*  |14 31 35.5419465912 -62 33 22.442634684|     ~   |9.84     |9.54     |     ~   |     ~   |A9IV/V         |   5|   0
240 |    898.83|2MASS J14290658-6255096            |LP?|14 29 06.5778074990 -62 55 09.712076543|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
241 |    899.32|2MASS J14314245-6246525            |LP*|14 31 42.4530440835 -62 46 52.486676656|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
242 |    900.34|TYC 9010-1147-1                    |*  |14 29 02.9016150696 -62 55 03.616326120|     ~   |12.69    |11.46    |     ~   |     ~   |~              |   0|   0
243 |    900.88|2MASS J14312435-6250178            |LP*|14 31 24.3549240529 -62 50 17.818605539|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
244 |    902.08|2MASS J14293563-6225454            |LP?|14 29 35.6392701599 -62 25 45.504529141|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
245 |    905.71|2MASS J14314299-6234387            |LP?|14 31 42.9907088964 -62 34 38.812122620|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
246 |    906.97|TYC 9010-918-1                     |*  |14 31 01.5877061880 -62 28 39.890301924|     ~   |12.11    |12.28    |     ~   |     ~   |~              |   0|   0
247 |    907.07|2MASS J14303757-6227013            |LP?|14 30 37.5762101506 -62 27 01.408028377|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
248 |    912.33|2MASS J14295761-6255529            |LP?|14 29 57.6207783721 -62 55 52.928597518|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
249 |    914.30|TYC 9010-1230-1                    |*  |14 28 33.2375033136 -62 27 49.019696424|     ~   |12.46    |11.13    |     ~   |     ~   |~              |   0|   0
250 |    915.10|2MASS J14274696-6233220            |LP?|14 27 46.9660442344 -62 33 22.092443755|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
251 |    916.54|Gaia DR3 5853537402198999168       |LP?|14 29 27.9261977476 -62 25 35.530923393|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
252 |    920.45|2E 1427.0-6214                     |X  |14 30 52.7 -62 27 42                   |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
253 |    922.44|2MASS J14285461-6226263            |LP?|14 28 54.6108793237 -62 26 26.353296359|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
254 |    924.93|2MASS J14273228-6237147            |LP?|14 27 32.2873998646 -62 37 14.631726844|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
255 |    926.06|2MASS J14273067-6238017            |LP?|14 27 30.6726019791 -62 38 01.711564879|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
256 |    926.37|2MASS J14273515-6235595            |LP?|14 27 35.1615810854 -62 35 59.548507648|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
257 |    927.79|2MASS J14274757-6232496            |LP?|14 27 47.5736842228 -62 32 49.626382163|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
258 |    929.95|TYC 9010-3458-1                    |*  |14 29 32.1055792968 -62 25 19.241273712|     ~   |12.98    |11.76    |     ~   |     ~   |~              |   0|   0
259 |    931.43|2MASS J14281761-6228449            |LP?|14 28 17.6207217592 -62 28 44.936745016|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
260 |    931.81|2MASS J14315495-6244162            |LP?|14 31 54.9405393796 -62 44 16.246992684|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
261 |    932.43|AP J14300186-6225230               |LP?|14 30 01.8748228007 -62 25 22.965487905|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
